district with special status|BA-BRC*|Brčko distrikt||bs||
district with special status|BA-BRC*|Brčko distrikt||hr||
district with special status|BA-BRC*|Brčko distrikt||sr|UN III/11 1977|
entity|BA-BIH*|Federacija Bosne i Hercegovine||bs||
entity|BA-BIH*|Federacija Bosne i Hercegovine||hr||
entity|BA-BIH*|Federacija Bosne i Hercegovine||sr|UN III/11 1977|
entity|BA-SRP*|Republika Srpska||bs||
entity|BA-SRP*|Republika Srpska||hr||
entity|BA-SRP*|Republika Srpska||sr|UN III/11 1977|
