governorate|BH-14*|Al Janūbīyah||ar|BGN/PCGN 1956|
governorate|BH-15*|Al Muḩarraq||ar|BGN/PCGN 1956|
governorate|BH-13*|Al ‘Āşimah|Al Manāmah|ar|BGN/PCGN 1956|
governorate|BH-17*|Ash Shamālīyah||ar|BGN/PCGN 1956|
