territory|AU-ACT|Australian Capital Territory||en||
state|AU-NSW|New South Wales||en||
territory|AU-NT|Northern Territory||en||
state|AU-QLD|Queensland||en||
state|AU-SA|South Australia||en||
state|AU-TAS|Tasmania||en||
state|AU-VIC|Victoria||en||
state|AU-WA|Western Australia||en||
