emirate|AE-AZ*|Abū Z̧aby|Abu Dhabi|ar|BGN/PCGN 1956|
emirate|AE-FU*|Al Fujayrah|Fujairah|ar|BGN/PCGN 1956|
emirate|AE-SH*|Ash Shāriqah|Sharjah|ar|BGN/PCGN 1956|
emirate|AE-DU*|Dubayy|Dubai|ar|BGN/PCGN 1956|
emirate|AE-RK*|Ra’s al Khaymah|Ras Al Khaimah|ar|BGN/PCGN 1956|
emirate|AE-UQ*|Umm al Qaywayn|Umm Al Quwain|ar|BGN/PCGN 1956|
emirate|AE-AJ*|‘Ajmān||ar|BGN/PCGN 1956|
