Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2020-031434,12248421160,01/26/2020 10:50:00 AM,,01/26/2020 11:55:41 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M2,DOWNTOWN COMMERCIAL,4XX BLOCK OF PINE ST,-122.337320423,47.61132124
2020-031468,12248432384,01/25/2020 04:00:00 PM,01/26/2020 08:00:00 AM,01/26/2020 11:53:21 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q1,MAGNOLIA,56XX BLOCK OF 42ND AVE W,-122.410259546,47.66987864
2020-901243,12248410114,01/26/2020 01:30:00 AM,01/26/2020 01:30:00 AM,01/26/2020 11:42:19 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BALLARD NORTH,103XX BLOCK OF 8TH AVE NW,-122.366062642,47.70270884
2020-901242,12248410009,01/26/2020 12:00:00 AM,01/26/2020 07:30:00 AM,01/26/2020 11:42:11 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,3XX BLOCK OF W ARMOUR ST,-122.361552606,47.64494977
2020-901240,12248404436,01/26/2020 07:34:00 AM,01/26/2020 07:50:00 AM,01/26/2020 11:33:54 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C1,CAPITOL HILL,1XX BLOCK OF 15TH AVE E,-122.312733013,47.61909217
2020-901237,12248366315,01/25/2020 07:06:00 PM,01/25/2020 10:45:00 PM,01/26/2020 10:44:04 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,42XX BLOCK OF UNIVERSITY WAY NE,-122.313187755,47.65905499
2020-901236,12248366068,01/25/2020 06:30:00 PM,01/25/2020 09:45:00 PM,01/26/2020 10:43:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,BELLTOWN,19XX BLOCK OF 3RD AVE,-122.340242172,47.61201358
2020-901235,12248365311,01/03/2020 10:00:00 PM,01/04/2020 08:00:00 AM,01/26/2020 10:43:02 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,8TH AVE / YESLER WAY,-122.322446855,47.60170348
2020-901234,12248365158,01/19/2020 10:00:00 AM,01/25/2020 10:00:00 PM,01/26/2020 10:42:52 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K2,CHINATOWN/INTERNATIONAL DISTRICT,8XX BLOCK OF MAYNARD AVE S,-122.3250699,47.59541565
2020-901233,12248365034,01/25/2020 08:00:00 PM,01/25/2020 09:15:00 PM,01/26/2020 10:42:43 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,17XX BLOCK OF 1ST AVE S,-122.334197241,47.58716618
2020-901231,12248364576,01/25/2020 12:30:00 PM,01/25/2020 03:45:00 PM,01/26/2020 10:42:26 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 2ND AVE,-122.338449515,47.60878866
2020-901231,12338588184,01/25/2020 12:30:00 PM,01/25/2020 03:45:00 PM,01/26/2020 10:42:26 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 2ND AVE,-122.338449515,47.60878866
2020-901230,12248364437,01/25/2020 04:40:00 PM,01/25/2020 05:20:00 PM,01/26/2020 10:42:16 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MONTLAKE/PORTAGE BAY,E INTERLAKEN BLVD / LAKE WASHINGTON BLVD E,-122.297247858,47.63077276
2020-901229,12248364219,01/21/2020 12:00:00 AM,01/22/2020 12:00:00 PM,01/26/2020 10:42:09 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,N,U,U3,SANDPOINT,90XX BLOCK OF 45TH AVE NE,-122.279992473,47.69431302
2020-031194,12248363603,01/26/2020 03:30:46 AM,,01/26/2020 10:40:57 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,D,D2,QUEEN ANNE,25XX BLOCK OF WESTLAKE AVE N,-122.344070706,47.64312027
2020-031194,12248369092,01/26/2020 03:30:55 AM,,01/26/2020 10:40:57 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,D,D2,QUEEN ANNE,25XX BLOCK OF WESTLAKE AVE N,-122.344070706,47.64312027
2020-901228,12248324704,11/15/2019 12:00:00 AM,01/25/2020 12:00:00 AM,01/26/2020 09:42:27 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,E,C,C2,MADISON PARK,22XX BLOCK OF WAVERLY WAY E,-122.287911853,47.63888081
2020-901227,12248324552,01/25/2020 07:50:00 AM,01/25/2020 12:30:00 PM,01/26/2020 09:42:19 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C1,MONTLAKE/PORTAGE BAY,32XX BLOCK OF EASTLAKE AVE E,-122.322765381,47.64965141
2020-901226,12248324444,01/25/2020 11:00:00 AM,01/25/2020 04:30:00 PM,01/26/2020 09:42:10 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,4XX BLOCK OF RAINIER AVE S,-122.313926471,47.59901514
2020-031335,12248349609,01/26/2020 08:26:00 AM,,01/26/2020 09:38:39 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,E,E,E3,CAPITOL HILL,5XX BLOCK OF E UNION ST,-122.324951128,47.61298796
2020-901225,12248319854,01/25/2020 01:00:00 AM,01/25/2020 01:15:00 AM,01/26/2020 09:34:40 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E2,CAPITOL HILL,15XX BLOCK OF 11TH AVE,-122.318150199,47.61467441
2020-031349,12248347728,01/26/2020 08:37:00 AM,,01/26/2020 09:32:14 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 2ND AVE,-122.338449515,47.60878866
2020-031349,12248350799,01/26/2020 08:37:00 AM,,01/26/2020 09:32:14 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 2ND AVE,-122.338449515,47.60878866
2020-901223,12248317727,01/24/2020 10:00:00 AM,01/24/2020 06:30:00 PM,01/26/2020 09:32:11 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,11TH AVE NE / NE 45TH ST,-122.316578939,47.66129196
2020-901222,12248309062,01/25/2020 11:00:00 AM,01/25/2020 02:30:00 PM,01/26/2020 09:22:25 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,S,S2,BRIGHTON/DUNLAP,42XX BLOCK OF S OTHELLO ST,-122.280060287,47.53705079
2020-901221,12248308907,01/23/2020 11:05:00 PM,01/25/2020 03:35:00 PM,01/26/2020 09:22:17 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,N,U,U1,UNIVERSITY,52XX BLOCK OF 15TH AVE NE,-122.311898779,47.66748414
2020-901220,12248308735,05/16/2019 03:10:00 PM,05/16/2019 03:10:00 PM,01/26/2020 09:22:10 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K2,PIONEER SQUARE,3XX BLOCK OF 2ND AVE S,-122.330807495,47.60046424
2020-031347,12248312269,01/25/2020 08:30:00 PM,01/26/2020 07:00:00 AM,01/26/2020 09:19:26 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J3,ROOSEVELT/RAVENNA,80XX BLOCK OF CORLISS AVE N,-122.331029784,47.68776532
2020-901219,12248303103,01/24/2020 08:00:00 PM,01/25/2020 02:30:00 PM,01/26/2020 09:13:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,ALASKA JUNCTION,41XX BLOCK OF 32ND AVE SW,-122.372917421,47.56646382
2020-030943,12248296521,01/25/2020 10:30:00 PM,01/25/2020 11:00:00 PM,01/26/2020 08:54:43 AM,A,PROPERTY,ROBBERY,Robbery,120,W,K,K2,DOWNTOWN COMMERCIAL,5XX BLOCK OF 3RD AVE,-122.331082199,47.60241242
2020-031268,12248266417,01/26/2020 05:40:00 AM,01/26/2020 05:55:00 AM,01/26/2020 08:03:17 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K2,DOWNTOWN COMMERCIAL,5XX BLOCK OF 3RD AVE,-122.331082199,47.60241242
2020-031272,12248267246,01/26/2020 06:22:00 AM,01/26/2020 06:28:00 AM,01/26/2020 07:57:49 AM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,SW,F,F2,SOUTH DELRIDGE,21ST AVE SW / SW BARTON ST,-122.360508104,47.5210288
2020-031198,12248207281,01/25/2020 08:00:00 PM,01/26/2020 06:00:00 AM,01/26/2020 05:51:47 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF 1ST AVE N,-122.355400414,47.62501526
2020-031201,12248248928,01/26/2020 03:54:00 AM,01/26/2020 06:05:00 AM,01/26/2020 05:16:45 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,E,G,G2,MADRONA/LESCHI,1XX BLOCK OF 26TH AVE S,-122.298924267,47.60126323
2020-031056,12248288282,01/25/2020 07:40:00 PM,01/26/2020 12:40:00 AM,01/26/2020 04:58:13 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,47XX BLOCK OF 8TH AVE NE,-122.31955133,47.66357398
2020-031116,12248129257,01/26/2020 01:50:00 AM,01/26/2020 03:00:00 AM,01/26/2020 03:13:43 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W3,MORGAN,67XX BLOCK OF 35TH AVE SW,-122.376509787,47.54195105
2020-030920,12248085675,01/25/2020 10:45:00 PM,,01/26/2020 02:01:43 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.320771381,47.61351951
2020-031070,12248087815,01/26/2020 12:52:00 AM,,01/26/2020 01:55:32 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F1,HIGHLAND PARK,DELRIDGE WAY SW / SW ORCHARD ST,-122.361091861,47.53795417
2020-031066,12248081551,01/26/2020 01:00:00 AM,,01/26/2020 01:49:19 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B3,FREMONT,AURORA AVE N / N 43RD ST,-122.347334448,47.65933251
2020-031041,12248070045,01/26/2020 12:38:00 AM,01/26/2020 12:38:00 AM,01/26/2020 01:36:10 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,N,N3,GREENWOOD,9XX BLOCK OF N 85TH ST,-122.345864517,47.69056669
2020-031012,12248059829,01/26/2020 12:01:00 AM,,01/26/2020 01:04:47 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C3,CENTRAL AREA/SQUIRE PARK,11XX BLOCK OF 25TH AVE,-122.300118737,47.61225498
2020-030709,12248049328,01/24/2020 04:30:00 PM,,01/26/2020 12:58:08 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K2,DOWNTOWN COMMERCIAL,2XX BLOCK OF YESLER WAY,-122.33112414,47.60171758
2020-030959,12248051652,01/25/2020 11:15:00 PM,,01/26/2020 12:56:06 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,4XX BLOCK OF WALL ST,-122.345741181,47.6170232
2020-030867,12248043985,01/25/2020 09:59:00 PM,,01/26/2020 12:47:31 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,B,B2,FREMONT,4XX BLOCK OF N 34TH ST,-122.352907416,47.65011254
2020-030942,12248019264,01/25/2020 11:01:00 PM,,01/26/2020 12:10:42 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,D,D1,BELLTOWN,2XX BLOCK OF VINE ST,-122.348393387,47.61624647
2020-030927,12248004085,01/25/2020 07:00:00 PM,01/25/2020 10:45:00 PM,01/25/2020 11:40:31 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,2XX BLOCK OF 2ND AVE N,-122.352825467,47.62034258
2020-030651,12247984722,01/25/2020 06:32:29 PM,,01/25/2020 11:35:38 PM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,D,D2,SLU/CASCADE,21XX BLOCK OF 5TH AVE,-122.341124279,47.61488028
2020-029784,12247955718,01/25/2020 12:56:47 AM,,01/25/2020 10:57:00 PM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,D,D2,SLU/CASCADE,8TH AVE / BELL ST,-122.340494426,47.61802723
2020-030911,12247961574,01/25/2020 05:00:00 PM,01/25/2020 06:00:00 PM,01/25/2020 10:54:50 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,42XX BLOCK OF UNIVERSITY WAY NE,-122.313187761,47.65905498
2020-030900,12247985012,01/25/2020 10:25:00 PM,,01/25/2020 10:54:36 PM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,N,J,J2,BALLARD NORTH,NW 85TH ST / MARY AVE NW,-122.375466257,47.6906149
2020-029668,12247947239,01/24/2020 10:45:32 PM,,01/25/2020 10:45:44 PM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,S,S1,MID BEACON HILL,35XX BLOCK OF S GRAHAM ST,-122.287316458,47.54607698
2020-030802,12247904829,01/25/2020 08:00:00 PM,,01/25/2020 09:23:54 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,U,U2,UNIVERSITY,10XX BLOCK OF NE 45TH ST,-122.317108552,47.66129533
2020-030669,12247882233,01/25/2020 12:00:00 PM,01/25/2020 05:00:00 PM,01/25/2020 08:59:10 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q3,QUEEN ANNE,3XX BLOCK OF 3RD AVE W,-122.360651933,47.62137325
2020-030558,12247864666,01/25/2020 12:00:00 AM,,01/25/2020 08:46:25 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,F,F3,SOUTH PARK,92XX BLOCK OF 8TH AVE S,-122.323125881,47.52047653
2020-030693,12247854949,01/25/2020 07:27:00 PM,,01/25/2020 08:39:25 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,94XX BLOCK OF RAINIER AVE S,-122.263933868,47.5199755
2020-030571,12247872249,12/15/2019 12:00:00 AM,,01/25/2020 08:38:09 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,G,G3,MADRONA/LESCHI,3XX BLOCK OF 23RD AVE S,-122.302234923,47.59980121
2020-030603,12247813754,01/25/2020 05:36:00 PM,01/25/2020 05:37:00 PM,01/25/2020 07:44:39 PM,A,PROPERTY,ROBBERY,Robbery,120,N,N,N3,NORTHGATE,11XX BLOCK OF N 90TH ST,-122.344027064,47.69418264
2020-030615,12247758944,01/25/2020 05:45:00 PM,01/25/2020 06:00:00 PM,01/25/2020 06:31:16 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J3,GREENWOOD,5XX BLOCK OF N 79TH ST,-122.35120611,47.68621775
2020-030573,12247734380,01/25/2020 05:05:00 PM,01/25/2020 05:30:00 PM,01/25/2020 06:01:51 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,28XX BLOCK OF SW BARTON ST,-122.369349379,47.52103664
2020-030492,12247700892,01/25/2020 03:47:00 PM,01/25/2020 03:50:00 PM,01/25/2020 05:05:22 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,E,E2,CAPITOL HILL,15XX BLOCK OF BROADWAY,-122.320789514,47.61465549
2020-030477,12247684903,01/25/2020 12:00:00 AM,01/25/2020 03:30:00 PM,01/25/2020 04:52:07 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 2ND AVE,-122.338449515,47.60878866
2020-030270,12247633578,01/18/2020 06:00:00 AM,01/18/2020 06:00:00 AM,01/25/2020 04:03:24 PM,A,PERSON,SEX OFFENSES,Rape,11A,N,U,U1,UNIVERSITY,,0,0
2020-030427,12247596719,01/24/2020 06:00:00 AM,01/25/2020 02:00:00 PM,01/25/2020 03:17:41 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.324615158,47.7086028
2020-030344,12247591096,11/25/2019 12:00:00 AM,01/25/2020 12:00:00 AM,01/25/2020 03:04:37 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS,39XX BLOCK OF SW 97TH ST,-122.383451722,47.51655904
2020-030344,12247590075,11/25/2019 12:00:00 AM,01/25/2020 12:00:00 AM,01/25/2020 03:04:37 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS,39XX BLOCK OF SW 97TH ST,-122.383451722,47.51655904
2020-030306,12247576026,01/25/2020 12:45:00 PM,01/25/2020 01:00:00 PM,01/25/2020 02:59:43 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B2,BALLARD SOUTH,11XX BLOCK OF NW LEARY WAY,-122.37218016,47.66365981
2020-030125,12247574845,12/01/2019 12:00:00 AM,01/25/2020 12:00:00 AM,01/25/2020 02:57:24 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R2,CLAREMONT/RAINIER VISTA,40XX BLOCK OF 30TH AVE S,-122.294155627,47.56668347
2020-030372,12247559919,01/13/2020 08:10:00 PM,01/13/2020 08:10:00 PM,01/25/2020 02:43:33 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O1,SODO,27XX BLOCK OF UTAH AVE S,-122.335125901,47.57876967
2020-030371,12247554487,01/18/2020 07:30:00 PM,01/18/2020 08:30:00 PM,01/25/2020 02:37:28 PM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,E,C,C2,MADISON PARK,20XX BLOCK OF 43RD AVE E,-122.277100743,47.63802564
2020-030150,12247552296,01/14/2020 03:00:00 PM,01/14/2020 03:15:00 PM,01/25/2020 02:35:54 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E2,CAPITOL HILL,14XX BLOCK OF 10TH AVE,-122.319440734,47.61351259
2020-030196,12247554647,01/25/2020 10:04:00 AM,01/25/2020 10:52:00 AM,01/25/2020 02:35:41 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SW,W,W2,NORTH DELRIDGE,42XX BLOCK OF 30TH AVE SW,-122.370781263,47.56652333
2020-030242,12247562893,01/25/2020 05:14:00 AM,01/25/2020 06:00:00 AM,01/25/2020 02:35:07 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,10XX BLOCK OF E JAMES WAY,-122.319031216,47.60794735
2020-901218,12247541156,01/23/2020 02:30:00 PM,01/24/2020 01:31:00 PM,01/25/2020 02:22:18 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W2,ALKI,38XX BLOCK OF CHILBERG PL SW,-122.407487895,47.56955142
2020-901217,12247534242,01/25/2020 12:35:00 PM,01/25/2020 12:45:00 PM,01/25/2020 02:12:16 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J1,BALLARD NORTH,92XX BLOCK OF 15TH AVE NW,-122.376794003,47.69698014
2020-901216,12247534167,01/14/2020 12:00:00 AM,01/18/2020 11:59:00 PM,01/25/2020 02:12:10 PM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,B,B2,FREMONT,2XX BLOCK OF NW 48TH ST,-122.359825925,47.66358876
2020-901215,12247526476,01/25/2020 01:30:00 PM,01/25/2020 01:30:00 PM,01/25/2020 02:02:10 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,DOWNTOWN COMMERCIAL,19XX BLOCK OF WESTERN AVE,-122.342879598,47.60981273
2020-901214,12247516630,01/25/2020 01:00:00 AM,01/25/2020 08:00:00 AM,01/25/2020 01:52:10 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,J,J2,BALLARD NORTH,30XX BLOCK OF NW 74TH ST,-122.397057159,47.68236016
2020-030288,12247514965,01/25/2020 11:45:00 AM,01/25/2020 12:20:00 PM,01/25/2020 01:45:12 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,HIGHLAND PARK,88XX BLOCK OF 8TH AVE SW,-122.345463815,47.5231392
2020-030288,12247517754,01/25/2020 11:45:00 AM,01/25/2020 12:20:00 PM,01/25/2020 01:45:12 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F3,HIGHLAND PARK,88XX BLOCK OF 8TH AVE SW,-122.345463815,47.5231392
2020-901213,12247510779,01/16/2020 03:00:00 AM,01/16/2020 04:00:00 AM,01/25/2020 01:44:41 PM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,W,D,D1,BELLTOWN,1ST AVE / CLAY ST,-122.351549852,47.61635384
2020-030234,12247539189,01/25/2020 11:15:00 AM,01/25/2020 11:16:00 AM,01/25/2020 01:35:47 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,K,K2,PIONEER SQUARE,8XX BLOCK OF OCCIDENTAL AVE S,-122.333268209,47.59678343
2020-030314,12247507273,01/25/2020 01:03:00 PM,,01/25/2020 01:35:26 PM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,S,O,O1,SODO,4TH AVE S / S LANDER ST,-122.329056503,47.57980945
2020-030300,12247496349,01/25/2020 11:50:00 AM,01/25/2020 12:20:00 PM,01/25/2020 01:21:50 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F3,HIGHLAND PARK,88XX BLOCK OF 8TH AVE SW,-122.345463815,47.5231392
2020-030286,12247488077,01/24/2020 01:20:00 AM,01/25/2020 01:16:00 PM,01/25/2020 01:14:26 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U1,ROOSEVELT/RAVENNA,73XX BLOCK OF RAVENNA AVE NE,-122.303967813,47.68213816
2020-030247,12247490052,01/25/2020 11:40:00 AM,01/25/2020 11:52:00 AM,01/25/2020 12:58:24 PM,A,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail,210,E,C,C1,MILLER PARK,5XX BLOCK OF 15TH AVE E,-122.31261506,47.62375649
2020-901210,12247461285,01/25/2020 10:15:00 AM,01/25/2020 12:00:00 PM,01/25/2020 12:42:18 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E1,CAPITOL HILL,4XX BLOCK OF 12TH AVE E,-122.316763886,47.62253997
2020-901209,12247461094,01/25/2020 02:20:00 AM,01/25/2020 10:45:00 AM,01/25/2020 12:42:10 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,MID BEACON HILL,21XX BLOCK OF S PEARL ST,-122.304511133,47.55602579
2020-901207,12247452827,01/25/2020 01:30:00 AM,01/25/2020 10:30:00 AM,01/25/2020 12:32:30 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,NORTHGATE,92XX BLOCK OF INTERLAKE AVE N,-122.340798812,47.69706855
2020-030211,12247483702,01/25/2020 12:00:00 AM,,01/25/2020 12:24:57 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,GREENWOOD,90XX BLOCK OF 1ST AVE NW,-122.358029116,47.69513219
2020-030211,12247478281,01/25/2020 12:00:00 AM,,01/25/2020 12:24:57 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J1,GREENWOOD,90XX BLOCK OF 1ST AVE NW,-122.358029116,47.69513219
2020-030093,12247440527,01/25/2020 09:07:00 AM,01/25/2020 09:37:00 AM,01/25/2020 12:00:47 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,J,J2,BALLARD NORTH,83XX BLOCK OF 15TH AVE NW,-122.376802782,47.68966673
2020-901205,12247422297,01/24/2020 02:45:00 PM,01/24/2020 03:00:00 PM,01/25/2020 11:52:09 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,FREMONT,36XX BLOCK OF STONE WAY N,-122.342626843,47.65162002
2020-901204,12247415925,01/24/2020 10:30:00 PM,01/25/2020 10:30:00 AM,01/25/2020 11:43:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G2,CENTRAL AREA/SQUIRE PARK,7XX BLOCK OF 29TH AVE,-122.294920997,47.60849931
2020-901203,12247415480,01/24/2020 10:00:00 PM,01/25/2020 10:00:00 AM,01/25/2020 11:42:20 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,11XX BLOCK OF NE RAVENNA BLVD,-122.315662682,47.67161721
2020-901202,12247415278,01/24/2020 05:30:00 PM,01/24/2020 10:45:00 PM,01/25/2020 11:42:10 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,DOWNTOWN COMMERCIAL,13XX BLOCK OF 2ND AVE,-122.337541071,47.60779562
2020-901201,12247408416,01/24/2020 06:45:00 PM,01/24/2020 09:15:00 PM,01/25/2020 11:32:09 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M2,SLU/CASCADE,19XX BLOCK OF 3RD AVE,-122.340242172,47.61201358
